,month,year,region,id,count,title,rank,date,artist,url
3836,9,2017,United States,3B54sVLJ402zGa6Xm4YGNe,29,Unforgettable,7,2017-09-01,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3865,10,2017,Canada,0ofbQMrRDsUaVKq2mGLEAb,31,Havana,5,2017-10-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3896,10,2017,Canada,2fQrGHiQOvpL9UgPvtYy6G,31,Bank Account,6,2017-10-01,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
3927,10,2017,Canada,5tz69p7tJuGPeMGwNTxYuV,31,1-800-273-8255,3,2017-10-01,"Logic, Alessia Cara, Khalid",https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
3958,10,2017,Canada,7vGuf3Y35N4wmASOKLUVVU,31,Silence,8,2017-10-01,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
3989,10,2017,Canada,0mel2N9Ws9r4yLQn5QE21Y,26,Too Good At Goodbyes - Edit,7,2017-10-01,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
4015,10,2017,United Kingdom,0mel2N9Ws9r4yLQn5QE21Y,31,Too Good At Goodbyes - Edit,4,2017-10-01,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
4046,10,2017,United Kingdom,0ofbQMrRDsUaVKq2mGLEAb,31,Havana,3,2017-10-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4077,10,2017,United Kingdom,1j4kHkkpqZRBwE0A4CN4Yv,31,Dusk Till Dawn - Radio Edit,5,2017-10-01,"ZAYN, Sia",https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
4108,10,2017,United Kingdom,2OALaHcDdKkjYEpAr0Qzab,31,Lonely Together (feat. Rita Ora),10,2017-10-01,Avicii,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
4139,10,2017,United Kingdom,2ekn2ttSfGqwhhate0LSR0,31,New Rules,2,2017-10-01,Dua Lipa,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4170,10,2017,United States,2fQrGHiQOvpL9UgPvtYy6G,31,Bank Account,4,2017-10-01,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
4201,10,2017,United States,5tz69p7tJuGPeMGwNTxYuV,31,1-800-273-8255,3,2017-10-01,"Logic, Alessia Cara, Khalid",https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
4232,10,2017,United States,2771LMNxwf62FTAdpJMQfM,30,Bodak Yellow,2,2017-10-01,Cardi B,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
4262,10,2017,United States,75ZvA4QfFiZvzhj2xkaWAh,30,I Fall Apart,7,2017-10-02,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4292,10,2017,United States,5Z3GHaZ6ec9bsiI5BenrbY,29,Young Dumb & Broke,7,2017-10-01,Khalid,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
4321,11,2017,Canada,0ofbQMrRDsUaVKq2mGLEAb,30,Havana,2,2017-11-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4351,11,2017,Canada,43ZyHQITOjhciSUUNPVRHc,30,Gucci Gang,5,2017-11-01,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
4381,11,2017,Canada,7EmGUiUaOSGDnUUQUDrOXC,30,Wolves,4,2017-11-01,"Selena Gomez, Marshmello",https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
4411,11,2017,Canada,7wGoVu4Dady5GV0Sv4UIsx,30,rockstar,1,2017-11-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4441,11,2017,Canada,7vGuf3Y35N4wmASOKLUVVU,29,Silence,7,2017-11-01,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
4470,11,2017,United Kingdom,0ofbQMrRDsUaVKq2mGLEAb,30,Havana,2,2017-11-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4500,11,2017,United Kingdom,2ekn2ttSfGqwhhate0LSR0,30,New Rules,3,2017-11-01,Dua Lipa,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4530,11,2017,United Kingdom,7vGuf3Y35N4wmASOKLUVVU,30,Silence,4,2017-11-01,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
4560,11,2017,United Kingdom,7wGoVu4Dady5GV0Sv4UIsx,30,rockstar,1,2017-11-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4590,11,2017,United Kingdom,2nUJvBO87SkxCViQsLc9Zr,26,Man's Not Hot,10,2017-11-03,Big Shaq,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
4616,11,2017,United States,0ofbQMrRDsUaVKq2mGLEAb,30,Havana,4,2017-11-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4646,11,2017,United States,2fQrGHiQOvpL9UgPvtYy6G,30,Bank Account,6,2017-11-01,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
4676,11,2017,United States,43ZyHQITOjhciSUUNPVRHc,30,Gucci Gang,3,2017-11-01,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
4706,11,2017,United States,75ZvA4QfFiZvzhj2xkaWAh,30,I Fall Apart,5,2017-11-01,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4736,11,2017,United States,7wGoVu4Dady5GV0Sv4UIsx,30,rockstar,1,2017-11-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4766,12,2017,Canada,0ofbQMrRDsUaVKq2mGLEAb,30,Havana,2,2017-12-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4796,12,2017,Canada,7wGoVu4Dady5GV0Sv4UIsx,30,rockstar,1,2017-12-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4826,12,2017,Canada,43ZyHQITOjhciSUUNPVRHc,28,Gucci Gang,3,2017-12-01,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
4854,12,2017,Canada,7EmGUiUaOSGDnUUQUDrOXC,27,Wolves,5,2017-12-01,"Selena Gomez, Marshmello",https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
4881,12,2017,Canada,0bYg9bo50gSsH3LtXe2SQn,22,All I Want for Christmas Is You,6,2017-12-02,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4903,12,2017,United Kingdom,7wGoVu4Dady5GV0Sv4UIsx,29,rockstar,3,2017-12-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4932,12,2017,United Kingdom,0ofbQMrRDsUaVKq2mGLEAb,27,Havana,6,2017-12-01,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4959,12,2017,United Kingdom,0bYg9bo50gSsH3LtXe2SQn,26,All I Want for Christmas Is You,1,2017-12-01,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4985,12,2017,United Kingdom,2FRnf9qhLbvw8fu4IBXx78,26,Last Christmas,4,2017-12-01,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
5011,12,2017,United Kingdom,3VTNVsTTu05dmTsVFrmGpK,25,Fairytale of New York (feat. Kirsty MacColl),5,2017-12-01,The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
5036,12,2017,United States,7wGoVu4Dady5GV0Sv4UIsx,31,rockstar,1,2017-12-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5067,12,2017,United States,43ZyHQITOjhciSUUNPVRHc,30,Gucci Gang,2,2017-12-01,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
5097,12,2017,United States,75ZvA4QfFiZvzhj2xkaWAh,29,I Fall Apart,4,2017-12-01,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
5126,12,2017,United States,42CeaId2XNlxugDvyqHfDf,28,Candy Paint,5,2017-12-01,Post Malone,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
5154,12,2017,United States,7sO5G9EABYOXQKNPNiE9NR,28,Ric Flair Drip (& Metro Boomin),6,2017-12-01,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
5182,1,2018,Canada,5UEnHoDYpsxlfzWLZIc7LD,31,River (feat. Ed Sheeran),8,2018-01-01,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5213,1,2018,Canada,7wGoVu4Dady5GV0Sv4UIsx,31,rockstar,1,2018-01-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5244,1,2018,Canada,5k38wzpLb15YgncyWdTZE4,30,Him & I (with Halsey),5,2018-01-01,G-Eazy,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
5274,1,2018,Canada,3Vo4wInECJQuz9BIBMOu8i,24,Finesse - Remix; feat. Cardi B,8,2018-01-06,Bruno Mars,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
5298,1,2018,Canada,2DQ1ITjI0YoLFzuADN1ZBW,21,No Limit,8,2018-01-02,"G-Eazy, A$AP Rocky, Cardi B",https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
5319,1,2018,United Kingdom,5UEnHoDYpsxlfzWLZIc7LD,31,River (feat. Ed Sheeran),1,2018-01-01,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5350,1,2018,United Kingdom,6mrKP2jyIQmM0rw6fQryjr,31,Let You Down,7,2018-01-01,NF,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
5381,1,2018,United Kingdom,7amMgNDcObIDkIXv4xcvc2,31,Barking,6,2018-01-01,Ramz,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
5412,1,2018,United Kingdom,7wGoVu4Dady5GV0Sv4UIsx,29,rockstar,2,2018-01-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5441,1,2018,United Kingdom,2xmrfQpmS2iJExTlklLoAL,21,I Miss You (feat. Julia Michaels),9,2018-01-01,Clean Bandit,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
5462,1,2018,United States,7wGoVu4Dady5GV0Sv4UIsx,31,rockstar,1,2018-01-01,"Post Malone, 21 Savage",https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5493,1,2018,United States,7sO5G9EABYOXQKNPNiE9NR,30,Ric Flair Drip (& Metro Boomin),6,2018-01-01,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
5523,1,2018,United States,75ZvA4QfFiZvzhj2xkaWAh,29,I Fall Apart,8,2018-01-01,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
5552,1,2018,United States,2DQ1ITjI0YoLFzuADN1ZBW,26,No Limit,2,2018-01-01,"G-Eazy, A$AP Rocky, Cardi B",https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
5578,1,2018,United States,3Vo4wInECJQuz9BIBMOu8i,26,Finesse - Remix; feat. Cardi B,2,2018-01-05,Bruno Mars,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
5604,2,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,28,God's Plan,1,2018-02-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5632,2,2018,Canada,4ofvoCdXq99vpMZO4Cfp8x,22,Pray For Me (with Kendrick Lamar),3,2018-02-02,The Weeknd,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
5654,2,2018,Canada,6tHWl8ows5JOZq9Yfaqn3M,22,Mine,7,2018-02-06,Bazzi,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
5676,2,2018,Canada,5UEnHoDYpsxlfzWLZIc7LD,21,River (feat. Ed Sheeran),4,2018-02-01,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5697,2,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,20,Look Alive (feat. Drake),5,2018-02-09,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
5717,2,2018,United Kingdom,2XW4DbS6NddZxRPm5rMCeY,28,God's Plan,1,2018-02-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5745,2,2018,United Kingdom,5UEnHoDYpsxlfzWLZIc7LD,28,River (feat. Ed Sheeran),4,2018-02-01,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5773,2,2018,United Kingdom,76cy1WJvNGJTj78UqeA5zr,28,IDGAF,3,2018-02-01,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
5801,2,2018,United Kingdom,7amMgNDcObIDkIXv4xcvc2,28,Barking,2,2018-02-01,Ramz,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
5829,2,2018,United Kingdom,5CLGzJsGqhCEECcpnFQA8x,27,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",10,2018-02-02,Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
5856,2,2018,United States,2UVbBKQOdFAekPTRsnkzcf,28,Stir Fry,2,2018-02-01,Migos,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
5884,2,2018,United States,2XW4DbS6NddZxRPm5rMCeY,28,God's Plan,1,2018-02-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5912,2,2018,United States,6tHWl8ows5JOZq9Yfaqn3M,28,Mine,8,2018-02-01,Bazzi,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
5940,2,2018,United States,4ofvoCdXq99vpMZO4Cfp8x,22,Pray For Me (with Kendrick Lamar),3,2018-02-02,The Weeknd,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
5962,2,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,20,Look Alive (feat. Drake),10,2018-02-09,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
5982,3,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6013,3,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,31,Look Alive (feat. Drake),3,2018-03-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6044,3,2018,Canada,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6075,3,2018,Canada,2ARqIya5NAuvFVHSN3bL0m,29,The Middle,9,2018-03-01,"Zedd, Maren Morris, Grey",https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
6104,3,2018,Canada,3GCdLUSnKSMJhs4Tj6CV3s,29,All The Stars (with SZA),4,2018-03-01,Kendrick Lamar,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
6133,3,2018,United Kingdom,08bNPGLD8AhKpnnERrAc6G,31,FRIENDS,5,2018-03-01,"Marshmello, Anne-Marie",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6164,3,2018,United Kingdom,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6195,3,2018,United Kingdom,5CLGzJsGqhCEECcpnFQA8x,31,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",6,2018-03-01,Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
6226,3,2018,United Kingdom,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6257,3,2018,United Kingdom,6QgjcU0zLnzq5OrUoSZ3OK,31,Feel It Still,8,2018-03-01,Portugal. The Man,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
6288,3,2018,United States,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6319,3,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,31,Look Alive (feat. Drake),3,2018-03-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6350,3,2018,United States,65NwOZqoXny4JxqAPlfxRF,31,Psycho (feat. Ty Dolla $ign),2,2018-03-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6381,3,2018,United States,3GCdLUSnKSMJhs4Tj6CV3s,29,All The Stars (with SZA),4,2018-03-01,Kendrick Lamar,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
6410,3,2018,United States,2UVbBKQOdFAekPTRsnkzcf,26,Stir Fry,5,2018-03-01,Migos,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
6436,4,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,29,God's Plan,2,2018-04-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6465,4,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,25,Look Alive (feat. Drake),8,2018-04-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6490,4,2018,Canada,1cTZMwcBJT0Ka3UJPXOeeN,24,Nice For What,1,2018-04-07,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6514,4,2018,Canada,1gm616Plq4ScqNi7TVkZ5N,24,Call Out My Name,1,2018-04-01,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
6538,4,2018,Canada,65NwOZqoXny4JxqAPlfxRF,24,Psycho (feat. Ty Dolla $ign),5,2018-04-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6562,4,2018,United Kingdom,10Igtw8bSDyyFs7KIsKngZ,30,Freaky Friday (feat. Chris Brown),3,2018-04-01,Lil Dicky,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
6592,4,2018,United Kingdom,2XW4DbS6NddZxRPm5rMCeY,29,God's Plan,1,2018-04-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6621,4,2018,United Kingdom,38zwkK6TtTjIW9tpYBfZ3D,27,Paradise,7,2018-04-01,George Ezra,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
6648,4,2018,United Kingdom,08bNPGLD8AhKpnnERrAc6G,26,FRIENDS,5,2018-04-01,"Marshmello, Anne-Marie",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6674,4,2018,United Kingdom,7ef4DlsgrMEH11cDZd32M6,25,One Kiss (with Dua Lipa),4,2018-04-06,Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6699,4,2018,United States,2XW4DbS6NddZxRPm5rMCeY,25,God's Plan,2,2018-04-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6724,4,2018,United States,1cTZMwcBJT0Ka3UJPXOeeN,23,Nice For What,1,2018-04-07,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6747,4,2018,United States,65NwOZqoXny4JxqAPlfxRF,22,Psycho (feat. Ty Dolla $ign),4,2018-04-01,Post Malone,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6769,4,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,20,Look Alive (feat. Drake),7,2018-04-01,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6789,4,2018,United States,1gm616Plq4ScqNi7TVkZ5N,19,Call Out My Name,1,2018-04-01,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
6808,5,2018,Canada,1cTZMwcBJT0Ka3UJPXOeeN,31,Nice For What,3,2018-05-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6839,5,2018,Canada,2XW4DbS6NddZxRPm5rMCeY,31,God's Plan,5,2018-05-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6870,5,2018,Canada,3swc6WTsr7rl9DqQKQA55C,31,Psycho (feat. Ty Dolla $ign),2,2018-05-01,Post Malone,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
6901,5,2018,Canada,7dt6x5M1jzdTEt8oCbisTK,31,Better Now,1,2018-05-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6932,5,2018,Canada,4qKcDkK6siZ7Jp1Jb4m0aL,27,Look Alive (feat. Drake),8,2018-05-04,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6959,5,2018,United Kingdom,10Igtw8bSDyyFs7KIsKngZ,31,Freaky Friday (feat. Chris Brown),5,2018-05-01,Lil Dicky,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
6990,5,2018,United Kingdom,1cTZMwcBJT0Ka3UJPXOeeN,31,Nice For What,2,2018-05-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7021,5,2018,United Kingdom,5SxkdsY1ufZzoq9iXceLw9,31,no tears left to cry,3,2018-05-01,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7052,5,2018,United Kingdom,7ef4DlsgrMEH11cDZd32M6,31,One Kiss (with Dua Lipa),1,2018-05-01,Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7083,5,2018,United Kingdom,1HagMz5nWk1HmevNCBOxF3,30,Answerphone (feat. Yxng Bane),10,2018-05-01,"Banx & Ranx, Ella Eyre",https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3
7113,5,2018,United States,1cTZMwcBJT0Ka3UJPXOeeN,31,Nice For What,4,2018-05-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7144,5,2018,United States,3swc6WTsr7rl9DqQKQA55C,31,Psycho (feat. Ty Dolla $ign),2,2018-05-01,Post Malone,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
7175,5,2018,United States,7dt6x5M1jzdTEt8oCbisTK,31,Better Now,1,2018-05-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7206,5,2018,United States,2XW4DbS6NddZxRPm5rMCeY,29,God's Plan,10,2018-05-03,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7235,5,2018,United States,4qKcDkK6siZ7Jp1Jb4m0aL,26,Look Alive (feat. Drake),9,2018-05-05,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
7261,6,2018,Canada,7dt6x5M1jzdTEt8oCbisTK,28,Better Now,1,2018-06-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7289,6,2018,Canada,1cTZMwcBJT0Ka3UJPXOeeN,27,Nice For What,2,2018-06-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7316,6,2018,Canada,54oMZ3blwWwuPN4wEoG5mk,27,I'm Upset,3,2018-06-01,Drake,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
7343,6,2018,Canada,58q2HKrzhC3ozto2nDdN4z,27,I Like It,6,2018-06-01,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7370,6,2018,Canada,0X8DcetL926BYiPJYstJTc,25,Lucid Dreams,9,2018-06-01,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
7395,6,2018,United Kingdom,7ef4DlsgrMEH11cDZd32M6,29,One Kiss (with Dua Lipa),1,2018-06-01,Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7424,6,2018,United Kingdom,1cTZMwcBJT0Ka3UJPXOeeN,28,Nice For What,2,2018-06-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7452,6,2018,United Kingdom,6SFStUDQZNaGPKWOx9ZiJB,28,2002,3,2018-06-01,Anne-Marie,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
7480,6,2018,United Kingdom,7dt6x5M1jzdTEt8oCbisTK,28,Better Now,4,2018-06-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7508,6,2018,United Kingdom,5SxkdsY1ufZzoq9iXceLw9,27,no tears left to cry,5,2018-06-01,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
7535,6,2018,United States,0X8DcetL926BYiPJYstJTc,28,Lucid Dreams,2,2018-06-01,Juice WRLD,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
7563,6,2018,United States,6vN77lE9LK6HP2DewaN6HZ,27,Yes Indeed,3,2018-06-01,"Lil Baby, Drake",https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
7590,6,2018,United States,7dt6x5M1jzdTEt8oCbisTK,26,Better Now,5,2018-06-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7616,6,2018,United States,1cTZMwcBJT0Ka3UJPXOeeN,23,Nice For What,1,2018-06-01,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
7639,6,2018,United States,58q2HKrzhC3ozto2nDdN4z,23,I Like It,8,2018-06-01,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7662,7,2018,Canada,58q2HKrzhC3ozto2nDdN4z,28,I Like It,10,2018-07-04,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7690,7,2018,Canada,7dt6x5M1jzdTEt8oCbisTK,27,Better Now,9,2018-07-05,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7717,7,2018,Canada,7fa9MBXhVfQ8P8Df9OEbD8,26,Girls Like You (feat. Cardi B),10,2018-07-06,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7743,7,2018,Canada,4kWO6O1BUXcZmaxitpVUwp,25,Jackie Chan,10,2018-07-07,"Tiësto, Dzeko, Preme, Post Malone",https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
7768,7,2018,Canada,5IaHrVsrferBYDm0bDyABy,25,Taste (feat. Offset),9,2018-07-07,Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
7793,7,2018,United Kingdom,4ofwffwvvnbSkrMSCKQDaC,31,Shotgun,3,2018-07-01,George Ezra,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
