,month,year,region,id,count,title,rank,date,artist,url
7824,7,2018,United Kingdom,6kPJZM97LwdG9QIsT7khp6,31,Solo (feat. Demi Lovato),8,2018-07-01,Clean Bandit,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
7855,7,2018,United Kingdom,7ef4DlsgrMEH11cDZd32M6,31,One Kiss (with Dua Lipa),5,2018-07-01,Calvin Harris,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7886,7,2018,United Kingdom,3u1S1OmAUhx5DRlLrXqyp3,26,Rise,10,2018-07-05,"Jonas Blue, Jack & Jack",https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
7912,7,2018,United Kingdom,1oc3jna2ablnfIKLYbKujl,21,If You're Over Me,7,2018-07-06,Years & Years,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
7933,7,2018,United States,3ee8Jmje8o58CHK66QrVC2,29,SAD!,10,2018-07-03,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7962,7,2018,United States,58q2HKrzhC3ozto2nDdN4z,25,I Like It,8,2018-07-07,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7987,7,2018,United States,0JP9xo3adEtGSdUEISiszL,24,Moonlight,10,2018-07-06,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
8011,7,2018,United States,5IaHrVsrferBYDm0bDyABy,22,Taste (feat. Offset),10,2018-07-10,Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8033,7,2018,United States,0bAkKNCQfWkexHFn7fIKns,19,In My Feelings,6,2018-07-01,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
8052,8,2018,Canada,2E124GmJRnBJuXbTb4cPUB,31,FEFE (feat. Nicki Minaj & Murda Beatz),2,2018-08-01,6ix9ine,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
8083,8,2018,Canada,2G7V7zsVDxg1yRsu7Ew9RJ,31,In My Feelings,1,2018-08-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8114,8,2018,Canada,5WvAo7DNuPRmk4APhdPzi8,30,No Brainer,3,2018-08-01,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
8144,8,2018,Canada,2xLMifQCjDGFmkHkpNLD9h,29,SICKO MODE,1,2018-08-03,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8173,8,2018,Canada,7fa9MBXhVfQ8P8Df9OEbD8,29,Girls Like You (feat. Cardi B),6,2018-08-01,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8202,8,2018,United Kingdom,2G7V7zsVDxg1yRsu7Ew9RJ,31,In My Feelings,1,2018-08-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8233,8,2018,United Kingdom,4ofwffwvvnbSkrMSCKQDaC,31,Shotgun,2,2018-08-01,George Ezra,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
8264,8,2018,United Kingdom,5WvAo7DNuPRmk4APhdPzi8,31,No Brainer,3,2018-08-01,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
8295,8,2018,United Kingdom,0s3nnoMeVWz3989MkNQiRf,30,Lucid Dreams,6,2018-08-01,Juice WRLD,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8325,8,2018,United Kingdom,3u1S1OmAUhx5DRlLrXqyp3,27,Rise,4,2018-08-01,"Jonas Blue, Jack & Jack",https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
8352,8,2018,United States,2G7V7zsVDxg1yRsu7Ew9RJ,31,In My Feelings,1,2018-08-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8383,8,2018,United States,2E124GmJRnBJuXbTb4cPUB,30,FEFE (feat. Nicki Minaj & Murda Beatz),2,2018-08-01,6ix9ine,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
8413,8,2018,United States,0s3nnoMeVWz3989MkNQiRf,29,Lucid Dreams,3,2018-08-01,Juice WRLD,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8442,8,2018,United States,2xLMifQCjDGFmkHkpNLD9h,29,SICKO MODE,2,2018-08-03,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8471,8,2018,United States,3ee8Jmje8o58CHK66QrVC2,27,SAD!,5,2018-08-01,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8498,9,2018,Canada,2xLMifQCjDGFmkHkpNLD9h,30,SICKO MODE,6,2018-09-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8528,9,2018,Canada,60SdxE8apGAxMiRrpbmLY0,29,Lucky You (feat. Joyner Lucas),2,2018-09-01,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
8557,9,2018,Canada,0d2iYfpKoM0QCKvcLCkBao,27,Eastside (with Halsey & Khalid),10,2018-09-02,benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
8584,9,2018,Canada,2G7V7zsVDxg1yRsu7Ew9RJ,23,In My Feelings,4,2018-09-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8607,9,2018,Canada,2dpaYNEQHiRxtZbfNsse99,23,Happier,9,2018-09-07,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8630,9,2018,United Kingdom,0d2iYfpKoM0QCKvcLCkBao,30,Eastside (with Halsey & Khalid),3,2018-09-01,benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
8660,9,2018,United Kingdom,2G7V7zsVDxg1yRsu7Ew9RJ,30,In My Feelings,4,2018-09-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
8690,9,2018,United Kingdom,5N5k9nd479b1xpDZ4usjrg,30,Promises (with Sam Smith),1,2018-09-01,"Calvin Harris, Jessie Reyez",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
8720,9,2018,United Kingdom,7K7MUBCnzgBAvMVW2RTWNs,30,Body (feat. brando),6,2018-09-01,Loud Luxury,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
8750,9,2018,United Kingdom,2dpaYNEQHiRxtZbfNsse99,26,Happier,10,2018-09-05,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8776,9,2018,United States,2xLMifQCjDGFmkHkpNLD9h,29,SICKO MODE,5,2018-09-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8805,9,2018,United States,0s3nnoMeVWz3989MkNQiRf,27,Lucid Dreams,9,2018-09-01,Juice WRLD,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8832,9,2018,United States,2E124GmJRnBJuXbTb4cPUB,27,FEFE (feat. Nicki Minaj & Murda Beatz),4,2018-09-01,6ix9ine,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
8859,9,2018,United States,60SdxE8apGAxMiRrpbmLY0,27,Lucky You (feat. Joyner Lucas),1,2018-09-01,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
8886,9,2018,United States,4S8d14HvHb70ImctNgVzQQ,22,I Love It (& Lil Pump),7,2018-09-08,Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
8908,10,2018,Canada,2dpaYNEQHiRxtZbfNsse99,31,Happier,3,2018-10-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8939,10,2018,Canada,2xLMifQCjDGFmkHkpNLD9h,31,SICKO MODE,4,2018-10-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8970,10,2018,Canada,4w8niZpiMy6qz1mntFA5uM,30,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",10,2018-10-02,DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
9000,10,2018,Canada,116H0KvKr2Zl4RPuVBruDO,20,MIA (feat. Drake),2,2018-10-12,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
9020,10,2018,Canada,5p7ujcrUXASCNwRaWNHR1C,20,Without Me,10,2018-10-12,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9040,10,2018,United Kingdom,0d2iYfpKoM0QCKvcLCkBao,31,Eastside (with Halsey & Khalid),1,2018-10-01,benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
9071,10,2018,United Kingdom,2dpaYNEQHiRxtZbfNsse99,31,Happier,4,2018-10-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9102,10,2018,United Kingdom,5N5k9nd479b1xpDZ4usjrg,31,Promises (with Sam Smith),3,2018-10-01,"Calvin Harris, Jessie Reyez",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
9133,10,2018,United Kingdom,5N4erncE7kuUccm7zEmwzk,29,Electricity (with Dua Lipa),5,2018-10-01,"Silk City, Diplo, Mark Ronson",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
9162,10,2018,United Kingdom,01IQ4aQgOf0Kkq3a273hmO,27,Funky Friday,1,2018-10-05,"Dave, Fredo",https://open.spotify.com/track/01IQ4aQgOf0Kkq3a273hmO
9189,10,2018,United States,2xLMifQCjDGFmkHkpNLD9h,31,SICKO MODE,5,2018-10-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9220,10,2018,United States,1xzBco0xcoJEDXktl7Jxrr,27,Mo Bamba,6,2018-10-05,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9247,10,2018,United States,78QR3Wp35dqAhFEc2qAGjE,27,Drip Too Hard (Lil Baby & Gunna),2,2018-10-05,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
9274,10,2018,United States,5p7ujcrUXASCNwRaWNHR1C,24,Without Me,8,2018-10-05,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9298,10,2018,United States,0s3nnoMeVWz3989MkNQiRf,21,Lucid Dreams,9,2018-10-02,Juice WRLD,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
9319,11,2018,Canada,1A6OTy97kk0mMdm78rHsm8,30,Sunflower - Spider-Man: Into the Spider-Verse,2,2018-11-01,"Post Malone, Swae Lee",https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
9349,11,2018,Canada,1xzBco0xcoJEDXktl7Jxrr,30,Mo Bamba,4,2018-11-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9379,11,2018,Canada,2xLMifQCjDGFmkHkpNLD9h,30,SICKO MODE,3,2018-11-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9409,11,2018,Canada,7l3E7lcozEodtVsSTCkcaA,30,ZEZE (feat. Travis Scott & Offset),1,2018-11-01,Kodak Black,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
9439,11,2018,Canada,5p7ujcrUXASCNwRaWNHR1C,29,Without Me,6,2018-11-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9468,11,2018,United Kingdom,01IQ4aQgOf0Kkq3a273hmO,30,Funky Friday,3,2018-11-01,"Dave, Fredo",https://open.spotify.com/track/01IQ4aQgOf0Kkq3a273hmO
9498,11,2018,United Kingdom,7l3E7lcozEodtVsSTCkcaA,29,ZEZE (feat. Travis Scott & Offset),9,2018-11-01,Kodak Black,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
9527,11,2018,United Kingdom,2VxeLyX666F8uXCJ0dZF8B,27,Shallow,2,2018-11-01,"Lady Gaga, Bradley Cooper",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9554,11,2018,United Kingdom,2rPE9A1vEgShuZxxzR2tZH,27,"thank u, next",1,2018-11-04,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
9581,11,2018,United Kingdom,5p7ujcrUXASCNwRaWNHR1C,26,Without Me,10,2018-11-05,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9607,11,2018,United States,1xzBco0xcoJEDXktl7Jxrr,30,Mo Bamba,1,2018-11-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9637,11,2018,United States,2xLMifQCjDGFmkHkpNLD9h,30,SICKO MODE,2,2018-11-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9667,11,2018,United States,5p7ujcrUXASCNwRaWNHR1C,30,Without Me,6,2018-11-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9697,11,2018,United States,78QR3Wp35dqAhFEc2qAGjE,30,Drip Too Hard (Lil Baby & Gunna),5,2018-11-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
9727,11,2018,United States,7l3E7lcozEodtVsSTCkcaA,30,ZEZE (feat. Travis Scott & Offset),3,2018-11-01,Kodak Black,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
9757,12,2018,Canada,2IRZnDFmlqMuOrYOLnZZyc,29,Going Bad (feat. Drake),2,2018-12-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
9786,12,2018,Canada,2rPE9A1vEgShuZxxzR2tZH,28,"thank u, next",1,2018-12-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
9814,12,2018,Canada,2xLMifQCjDGFmkHkpNLD9h,28,SICKO MODE,7,2018-12-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9842,12,2018,Canada,1xzBco0xcoJEDXktl7Jxrr,25,Mo Bamba,8,2018-12-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9867,12,2018,Canada,5p7ujcrUXASCNwRaWNHR1C,25,Without Me,8,2018-12-03,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9892,12,2018,United Kingdom,2rPE9A1vEgShuZxxzR2tZH,28,"thank u, next",2,2018-12-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
9920,12,2018,United Kingdom,0247StOpd3AkeBQzANX4Zf,26,Do They Know It's Christmas? - 1984 Version,4,2018-12-01,Band Aid,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
9946,12,2018,United Kingdom,0bYg9bo50gSsH3LtXe2SQn,26,All I Want for Christmas Is You,1,2018-12-01,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
9972,12,2018,United Kingdom,2EjXfH91m7f8HiJN1yQg97,26,Rockin' Around The Christmas Tree,6,2018-12-01,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
9998,12,2018,United Kingdom,2FRnf9qhLbvw8fu4IBXx78,26,Last Christmas,3,2018-12-01,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
10024,12,2018,United States,2xLMifQCjDGFmkHkpNLD9h,30,SICKO MODE,4,2018-12-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
10054,12,2018,United States,2IRZnDFmlqMuOrYOLnZZyc,29,Going Bad (feat. Drake),2,2018-12-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10083,12,2018,United States,2rPE9A1vEgShuZxxzR2tZH,29,"thank u, next",1,2018-12-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
10112,12,2018,United States,1xzBco0xcoJEDXktl7Jxrr,28,Mo Bamba,3,2018-12-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10140,12,2018,United States,78QR3Wp35dqAhFEc2qAGjE,28,Drip Too Hard (Lil Baby & Gunna),6,2018-12-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
10168,1,2019,Canada,2IRZnDFmlqMuOrYOLnZZyc,31,Going Bad (feat. Drake),5,2019-01-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10199,1,2019,Canada,2xLMifQCjDGFmkHkpNLD9h,31,SICKO MODE,3,2019-01-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
10230,1,2019,Canada,3KkXRkHbMCARz0aVfEt68P,31,Sunflower - Spider-Man: Into the Spider-Verse,1,2019-01-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10261,1,2019,Canada,5p7ujcrUXASCNwRaWNHR1C,31,Without Me,8,2019-01-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10292,1,2019,Canada,6MWtB6iiXyIwun0YzU6DFP,31,Wow.,2,2019-01-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10323,1,2019,United Kingdom,25sgk305KZfyuqVBQIahim,31,Sweet but Psycho,1,2019-01-01,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
10354,1,2019,United Kingdom,3KkXRkHbMCARz0aVfEt68P,31,Sunflower - Spider-Man: Into the Spider-Verse,3,2019-01-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10385,1,2019,United Kingdom,5p7ujcrUXASCNwRaWNHR1C,31,Without Me,4,2019-01-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10416,1,2019,United Kingdom,6MWtB6iiXyIwun0YzU6DFP,31,Wow.,5,2019-01-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10447,1,2019,United Kingdom,2rPE9A1vEgShuZxxzR2tZH,29,"thank u, next",2,2019-01-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
10476,1,2019,United States,2IRZnDFmlqMuOrYOLnZZyc,31,Going Bad (feat. Drake),5,2019-01-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10507,1,2019,United States,2xLMifQCjDGFmkHkpNLD9h,31,SICKO MODE,3,2019-01-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
10538,1,2019,United States,3KkXRkHbMCARz0aVfEt68P,31,Sunflower - Spider-Man: Into the Spider-Verse,1,2019-01-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10569,1,2019,United States,5p7ujcrUXASCNwRaWNHR1C,31,Without Me,9,2019-01-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10600,1,2019,United States,6MWtB6iiXyIwun0YzU6DFP,31,Wow.,2,2019-01-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10631,2,2019,Canada,2JvzF1RMd7lE3KmFlsyZD8,28,MIDDLE CHILD,2,2019-02-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
10659,2,2019,Canada,6MWtB6iiXyIwun0YzU6DFP,28,Wow.,3,2019-02-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10687,2,2019,Canada,2IRZnDFmlqMuOrYOLnZZyc,23,Going Bad (feat. Drake),6,2019-02-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10710,2,2019,Canada,3Ol2xnObFdKV9pmRD2t9x8,21,Look Back at It,10,2019-02-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
10731,2,2019,Canada,4kV4N9D1iKVxx1KLvtTpjS,21,"break up with your girlfriend, i'm bored",2,2019-02-08,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
10752,2,2019,United Kingdom,6MWtB6iiXyIwun0YzU6DFP,28,Wow.,3,2019-02-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10780,2,2019,United Kingdom,5WHTFyqSii0lmT9R21abT8,26,Don't Call Me Up,7,2019-02-01,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
10806,2,2019,United Kingdom,6Qs4SXO9dwPj5GKvVOv8Ki,24,Dancing With A Stranger (with Normani),5,2019-02-01,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
10830,2,2019,United Kingdom,4NzMOnvSJVNKF7nw5NkXIP,23,bury a friend,2,2019-02-01,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
10853,2,2019,United Kingdom,2TIlqbIneP0ZY1O0EzYLlc,22,Someone You Loved,9,2019-02-04,Lewis Capaldi,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
10875,2,2019,United States,6MWtB6iiXyIwun0YzU6DFP,26,Wow.,4,2019-02-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
10901,2,2019,United States,2JvzF1RMd7lE3KmFlsyZD8,24,MIDDLE CHILD,2,2019-02-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
10925,2,2019,United States,2IRZnDFmlqMuOrYOLnZZyc,22,Going Bad (feat. Drake),6,2019-02-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10947,2,2019,United States,4kV4N9D1iKVxx1KLvtTpjS,21,"break up with your girlfriend, i'm bored",2,2019-02-08,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
10968,2,2019,United States,6ocbgoVGwYJhOv1GgI9NsF,21,7 rings,1,2019-02-08,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
10989,3,2019,Canada,6MWtB6iiXyIwun0YzU6DFP,30,Wow.,4,2019-03-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11019,3,2019,Canada,2JvzF1RMd7lE3KmFlsyZD8,28,MIDDLE CHILD,6,2019-03-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
11047,3,2019,Canada,4kV4N9D1iKVxx1KLvtTpjS,28,"break up with your girlfriend, i'm bored",3,2019-03-01,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
11075,3,2019,Canada,4y3OI86AEP6PQoDE6olYhO,28,Sucker,2,2019-03-01,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11103,3,2019,Canada,6ocbgoVGwYJhOv1GgI9NsF,28,7 rings,1,2019-03-01,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11131,3,2019,United Kingdom,2TIlqbIneP0ZY1O0EzYLlc,31,Someone You Loved,2,2019-03-01,Lewis Capaldi,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
11162,3,2019,United Kingdom,4kV4N9D1iKVxx1KLvtTpjS,31,"break up with your girlfriend, i'm bored",1,2019-03-01,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
11193,3,2019,United Kingdom,5WHTFyqSii0lmT9R21abT8,31,Don't Call Me Up,4,2019-03-01,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
11224,3,2019,United Kingdom,5itOtNx0WxtJmi1TQ3RuRd,31,Giant (with Rag'n'Bone Man),5,2019-03-01,Calvin Harris,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
11255,3,2019,United Kingdom,6MWtB6iiXyIwun0YzU6DFP,30,Wow.,6,2019-03-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11285,3,2019,United States,2JvzF1RMd7lE3KmFlsyZD8,31,MIDDLE CHILD,3,2019-03-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
11316,3,2019,United States,4kV4N9D1iKVxx1KLvtTpjS,28,"break up with your girlfriend, i'm bored",5,2019-03-01,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
11344,3,2019,United States,4y3OI86AEP6PQoDE6olYhO,28,Sucker,1,2019-03-01,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11372,3,2019,United States,6MWtB6iiXyIwun0YzU6DFP,28,Wow.,6,2019-03-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11400,3,2019,United States,6ocbgoVGwYJhOv1GgI9NsF,28,7 rings,2,2019-03-01,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11428,4,2019,Canada,2Fxmhks0bxGSBdJ92vM42m,30,bad guy,1,2019-04-01,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11458,4,2019,Canada,3KkXRkHbMCARz0aVfEt68P,30,Sunflower - Spider-Man: Into the Spider-Verse,9,2019-04-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11488,4,2019,Canada,53CJANUxooaqGOtdsBTh7O,30,Old Town Road,3,2019-04-01,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
11518,4,2019,Canada,6MWtB6iiXyIwun0YzU6DFP,30,Wow.,6,2019-04-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11548,4,2019,Canada,1wJRveJZLSb1rjhnUHQiv6,27,Swervin (feat. 6ix9ine),7,2019-04-03,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
11575,4,2019,United Kingdom,2Fxmhks0bxGSBdJ92vM42m,30,bad guy,1,2019-04-01,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11605,4,2019,United Kingdom,2TIlqbIneP0ZY1O0EzYLlc,30,Someone You Loved,2,2019-04-01,Lewis Capaldi,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
11635,4,2019,United Kingdom,5WHTFyqSii0lmT9R21abT8,30,Don't Call Me Up,3,2019-04-01,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
11665,4,2019,United Kingdom,03x2rVJRFUrvwlfxoHd9Mo,27,Just You and I,8,2019-04-01,Tom Walker,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo
11692,4,2019,United Kingdom,4y3OI86AEP6PQoDE6olYhO,24,Sucker,6,2019-04-01,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11716,4,2019,United States,2Fxmhks0bxGSBdJ92vM42m,30,bad guy,1,2019-04-01,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11746,4,2019,United States,2JvzF1RMd7lE3KmFlsyZD8,30,MIDDLE CHILD,10,2019-04-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
11776,4,2019,United States,3KkXRkHbMCARz0aVfEt68P,30,Sunflower - Spider-Man: Into the Spider-Verse,8,2019-04-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
