,Unnamed: 0,month,year,region,id,count,title,rank,date,artist,url,acoustic,dance,energy,instrumental,loudness,mode,tempo,valence,explicit,lyrics
0,0,1,2017,Canada,343YBumqHu19cGoGARUTsd,31,Fake Love,3,2017-01-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,0.105,0.928,0.481,0.0,-9.35,0.0,134.007,0.613,True,"[00:04.78]Yeah, yeah
[00:12.25]I've been down so long it look like up to me
[00:15.43]They look up to me
[00:17.27]I got fake people showin' fake love to me
[00:20.38]Straight up to my face
[00:23.95]Straight up to my face
[00:26.76]I've been down so long it look like up to me
[00:29.56]They look up to me
[00:31.65]I got fake people showin' fake love to me
[00:34.77]Straight up to my face
[00:38.32]Straight up to my face
[00:42.19]Somethin' ain't right when we talkin'
[00:44.13]Somethin' ain't right when we talkin'
[00:46.05]Look like you hidin' your problems
[00:47.74]Really you never was all in
[00:49.48]No you can't son me, you won't never get to run me
[00:53.03]Just when shit look out of reach, I reach back like one, three
[00:56.62]Like one, three, yeah
[01:00.04]That's when they smile in my face
[01:02.40]Whole time they wanna take my place
[01:04.29]Whole time they wanna take my place
[01:06.17]Whole time they wanna take my place
[01:09.53]Yeah, I know they wanna take my place
[01:12.93]I can tell that love is fake
[01:16.82]I don't trust a word you say
[01:19.51]How you wanna clique up after your mistakes?
[01:22.99]Look you in the face and it's just not the same
[01:27.21]I've been down so long it look like up to me
[01:30.53]They look up to me
[01:32.47]I got fake people showin' fake love to me
[01:35.65]Straight up to my face
[01:38.92]Straight up to my face
[01:41.82]I've been down so long it look like up to me
[01:44.98]They look up to me
[01:46.89]I got fake people showin' fake love to me
[01:50.00]Straight up to my face
[01:53.33]Straight up to my face
[01:57.36]Yeah, straight up to my face, tryna play it safe
[02:03.66]Vibe switch like night and day, I can see it like right away
[02:07.49]I came up, you changed up, I caught that whole play
[02:11.13]Since then, things never been the same
[02:14.98]That's when they smile in my face
[02:17.89]Whole time they wanna take my place
[02:19.56]Whole time they wanna take my place
[02:21.43]Whole time they wanna take my place
[02:24.83]Yeah, I know they wanna take my place
[02:28.64]I can tell that love is fake
[02:30.38](I can tell that love is fake)
[02:31.86]I don't trust a word you say
[02:34.19](I don't trust a word...)
[02:34.88]How you wanna clique up after your mistakes?
[02:37.43](That's just what I heard)
[02:38.56]Look you in the face and it's just not the same
[02:43.00]I've been down so long it look like up to me
[02:45.87]They look up to me
[02:47.78]I got fake people showin' fake love to me
[02:50.91]Straight up to my face
[02:54.57]Straight up to my face
[02:57.20]I've been down so long it look like up to me
[03:00.15]They look up to me
[03:02.14]I got fake people showin' fake love to me
[03:05.35]Straight up to my face
[03:08.77]Straight up to my face
[03:12.67]Skrrt
"
1,31,1,2017,Canada,3NdDpSvN911VPGivFlV5d0,31,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",9,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,0.0631,0.735,0.451,1.3e-05,-8.374,1.0,117.973,0.0862,False,"[00:18.47]Been sitting eyes wide open behind these four walls, hoping you'd call
[00:25.76]It's just a cruel existence like there's no point hoping at all
[00:33.46]Baby, baby, I feel crazy, up all night, all night and every day
[00:41.41]Give me something, oh, but you say nothing
[00:45.14]What is happening to me?
[00:48.02]I don't wanna live forever, 'cause I know I'll be living in vain
[00:55.97]And I don't wanna fit wherever
[01:00.71]I just wanna keep calling your name until you come back home
[01:09.55]I just wanna keep calling your name until you come back home
[01:17.38]I just wanna keep calling your name until you come back home
[01:23.93]I'm sitting eyes wide open and I got one thing stuck in my mind
[01:30.59]Wondering if I dodged a bullet or just lost the love of my life
[01:38.45]Baby, baby, I feel crazy, up all night, all night and every day
[01:46.96]I gave you something, but you gave me nothing
[01:50.51]What is happening to me?
[01:53.28]I don't wanna live forever, 'cause I know I'll be living in vain
[02:01.07]And I don't wanna fit (fit, babe) wherever (wherever)
[02:06.39]I just wanna keep calling your name until you come back home
[02:14.51]I just wanna keep calling your name until you come back home
[02:22.30]I just wanna keep calling your name until you come back home
[02:27.62]I've been looking sad in all the nicest places
[02:34.90]Baby, baby, I feel crazy
[02:37.06]I see you around in all these empty faces
[02:39.42]All night, all night and every day
[02:42.73]I've been looking sad in all the nicest places
[02:47.85]Give me something, oh, but you say nothing
[02:51.10]Now I'm in a cab, I tell 'em where your place is
[02:56.31]What is happening to me?
[02:58.44]I don't wanna live forever, 'cause I know I'll be living in vain
[03:06.80]And I don't wanna fit wherever
[03:10.94]I just wanna keep calling your name until you come back home
[03:19.52]I just wanna keep calling your name until you come back home
[03:26.97]I just wanna keep calling your name until you come back home
[03:36.01]I just wanna keep calling your name until you come back home
[03:43.73]I just wanna keep calling your name until you come back home
[03:51.82]I just wanna keep calling your name until you come back home
[04:00.73]Until you come back home
"
2,62,1,2017,Canada,4Km5HrUvYTaSUfiSGPJeQR,31,Bad and Boujee (feat. Lil Uzi Vert),4,2017-01-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,0.0611,0.926,0.666,0.0,-5.314,1.0,127.079,0.168,True,"[00:01.11]You know, young rich niggas
[00:05.06]You know so we ain't really had no old money
[00:09.50]We got a whole lotta new money though, hah
[00:11.77](If Young Metro don't trust you I'm gon' shoot ya)
[00:15.09]Raindrop (drip), drop top (drop top)
[00:17.34]Smokin' on cookie in the hotbox (cookie)
[00:19.10]Fuckin' on your bitch she a thot, thot (thot)
[00:21.11]Cookin' up dope in the crockpot (pot)
[00:22.99]We came from nothin' to somethin' nigga (hey)
[00:24.81]I don't trust nobody grip the trigger (nobody)
[00:26.72]Call up the gang, and they come and get you (gang)
[00:28.50]Cry me a river, give you a tissue (hey)
[00:30.13]My bitch is bad and boujee (bad)
[00:31.85]Cookin' up dope with an Uzi (blaow)
[00:33.80]My niggas is savage, ruthless (savage)
[00:35.52]We got 30's and 100 rounds too (grrah)
[00:37.43]My bitch is bad and boujee (bad)
[00:39.45]Cookin' up dope with an Uzi (dope)
[00:41.22]My niggas is savage, ruthless (hey)
[00:42.96]We got 30's and 100 rounds too (glah)
[00:45.60]Offset, woo, woo, woo, woo, woo
[00:49.29]Rackaids on rackaids (racks), got back-ends on back-ends
[00:51.35]I'm ridin' around in a coupe (coupe)
[00:53.28]I take your bitch right from you (you)
[00:54.99]Bitch I'm a dog, roof (grr)
[00:57.05]Beat the hoe walls loose (hey)
[00:58.84]Hop in the frog, woo (skrt)
[01:00.64]I tell that bitch to come comfort me (comfort me)
[01:02.54]I swear these niggas is under me (hey)
[01:04.35]They hate and the devil keep jumpin' me (jumpin' me)
[01:06.28]Bankrolls on me keep me company (cash)
[01:08.24]Ayy, we did the most (most)
[01:10.21]Yeah, pull up in Ghosts, yeah (woo)
[01:12.37]Yeah, my diamond's a choker (glah)
[01:13.92]Holdin' the fire with no holster (blaow)
[01:15.92]Rick the Ruler, diamonds cooler (cooler)
[01:17.64]This a Rollie, not a Muller (hey)
[01:19.66]Dabbin' on 'em like the usual (dab)
[01:21.47]Magic with the brick, do voodoo (magic)
[01:23.29]Courtside with a bad bitch (bitch)
[01:25.28]Then I send the bitch through Uber (go)
[01:27.02]I'm young and rich and plus I'm bougie (hey)
[01:28.92]I'm not stupid so I keep the Uzi (rrah)
[01:30.58]Rackaids on rackaids, got back-ends on back-ends
[01:32.38]So my money makin' my back ache
[01:34.10]You niggas got a low Act rate (act)
[01:36.00]We from the Nawf, yeah, dat way (nawf)
[01:37.96]Fat Cookie blunt in the ashtray (cookie)
[01:39.73]Two bitches, just national smash day (smash)
[01:41.66]Hop in the Lamb', have a drag race (skrt)
[01:43.62]I let them birds take a bath, bathe (brr)
[01:45.65]Raindrop (drip), drop top (drop top)
[01:47.75]Smokin' on cookie in the hotbox (cookie)
[01:49.68]Fuckin' on your bitch she a thot, thot (thot)
[01:52.17]Cookin' up dope in the crockpot (pot)
[01:53.86]We came from nothin' to somethin' nigga (hey)
[01:55.47]I don't trust nobody grip the trigger (nobody)
[01:57.26]Call up the gang, and they come and get you (gang)
[01:59.22]Cry me a river, give you a tissue (hey)
[02:00.81]My bitch is bad and boujee (bad)
[02:02.55]Cookin' up dope with an Uzi (blaow)
[02:04.34]My niggas is savage, ruthless (savage)
[02:06.28]We got 30's and 100 rounds too (grrah)
[02:08.05]My bitch is bad and boujee (bad)
[02:10.00]Cookin' up dope with an Uzi (dope)
[02:11.92]My niggas is savage, ruthless (hey)
[02:13.68]We got 30's and 100 rounds too (glah)
[02:15.83]Pour a four, I'm droppin' muddy, outer space, Kid Cudi (drank)
[02:19.58]Introduce me to your bitch as wifey and we know she sluttin'
[02:23.35]Broke a brick down, Nutty Buddy, now that nigga duckin'
[02:27.14]Don't move too fast, I might shoot you (huh?)
[02:28.98]Draco bad and boujee (Draco)
[02:30.97]I'm always hangin' with shooters (brrah)
[02:32.65]Might be posted somewhere secluded (private)
[02:34.56]Still be playin' with pots and pans, call me Quavo Ratatouille
[02:38.36]Run with that sack, call me Boobie (run with it)
[02:40.25]When I'm on stage show me boobies (ay)
[02:42.16]Ice on my neck, I'm the coolest (ice)
[02:44.02]Hop out the suicide with the Uzi (pew-pew-pew)
[02:46.39]I pull up, I pull up, I pull up
[02:47.73]I hop out with all of the drugs and the good luck (skrrt)
[02:49.85]I'm cookin', I'm cookin', I'm whippin'
[02:51.54]I'm whippin' into a rock up, let it lock up (lock up)
[02:53.98]I gave her 10 racks
[02:55.23]I told her go shoppin' and spend it all at the pop up (ten)
[02:57.62]These bitches they fuck and suck dick
[02:59.04]And they bustin' for Instagram, get your clout up
[03:01.30]Uh, yeah, dat way, float on the track like a Segway (go)
[03:05.18]Yeah, dat way, I used to trap by the Subway (trappin')
[03:09.17]Yeah, dat way, young nigga trap with the AK (rrrah)
[03:12.92]Big dyke ho, get the door, Macy Gray (hey)
[03:16.73]Raindrop (drip), drop top (drop top)
[03:18.52]Smokin' on cookie in the hotbox (cookie)
[03:20.71]Fuckin' on your bitch she a thot, thot (thot)
[03:22.39]Cookin' up dope in the crockpot (pot)
[03:24.31]We came from nothin' to somethin' nigga (hey)
[03:26.23]I don't trust nobody grip the trigger (nobody)
[03:28.07]Call up the gang, and they come and get you (gang)
[03:30.15]Cry me a river, give you a tissue (hey)
[03:31.52]My bitch is bad and boujee (bad)
[03:33.02]Cookin' up dope with an Uzi (blaow)
[03:35.38]My niggas is savage, ruthless (savage)
[03:36.79]We got 30's and 100 rounds too (grrah)
[03:38.80]My bitch is bad and boujee (bad)
[03:40.93]Cookin' up dope with an Uzi (dope)
[03:42.96]My niggas is savage, ruthless (hey)
[03:44.86]We got 30's and 100 rounds too (glah)
[03:46.09]Yeah, yeah, yeah, yeah, yeah
[03:48.72]My bitch she bad to the bone, ay
[03:50.98]Wait, these niggas watchin'
[03:52.78]I swear to God they be my clones
[03:54.06]Yeah, hey, huh
[03:56.23]Switchin' my hoes like my flows (what?)
[03:58.23]Switchin' my flows like my clothes (like what?)
[04:00.24]Keep on shootin' that gun, don't reload
[04:02.07]Ooh, ooh, now she want fuck with my crew
[04:05.55]'Cause the money come all out the roof
[04:07.69]Drive the 'Rari, that bitch got no roof (skrrt)
[04:09.88]Wait, what kind of 'Rari? 458 (damn)
[04:13.43]All of these niggas, they hate (they hate)
[04:15.66]Try to hide, shoot through the gate
[04:17.00]Look, go to strip club, make it rain, yeah
[04:18.97]So much money, they use rakes
[04:20.68]Count 100 thousand in your face (in your face)
[04:22.61]Yeah, then put 300 right in the safe (yeah)
[04:24.47]Met her today, yeah (ooh)
[04:26.30]She talk to me like she knew me, yeah
[04:28.15]Go to sleep in a jacuzzi, yeah
[04:30.25]Wakin' up right to a two-piece, yeah
[04:31.85]Countin' that paper like loose leaf, yeah
[04:33.57]Gettin' that chicken with blue cheese, yeah
[04:36.17]Boy, you so fake like my collar
[04:37.04]You snakin', I swear to God that be that Gucci, aye
[04:39.17]And you know we winnin' (winnin')
[04:41.27]Yeah, we is not losin'
[04:42.58]Try to play your song, it ain't move me (what?)
[04:44.53]Saw your girl once, now she choosin', yeah
[04:47.53]Raindrop (drip), drop top (drop top)
[04:49.38]Smokin' on cookie in the hotbox (cookie)
[04:51.36]Fuckin' on your bitch she a thot, thot (thot)
[04:53.12]Cookin' up dope in the crockpot (pot)
[04:55.07]We came from nothin' to somethin' nigga (hey)
[04:56.92]I don't trust nobody grip the trigger (nobody)
[04:58.86]Call up the gang, and they come and get you (gang)
[05:00.51]Cry me a river, give you a tissue (hey)
[05:02.37]My bitch is bad and boujee (bad)
[05:03.93]Cookin' up dope with an Uzi (blaow)
[05:05.96]My niggas is savage, ruthless (savage)
[05:07.66]We got 30's and 100 rounds too (grrah)
[05:09.91]My bitch is bad and boujee (bad)
[05:11.69]Cookin' up dope with an Uzi (dope)
[05:13.23]My niggas is savage, ruthless (hey)
[05:14.92]We got 30's and 100 rounds too (glah)
"
3,93,1,2017,Canada,5aAx2yezTd8zXrkmtKl66Z,31,Starboy,1,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,0.165,0.681,0.594,3.49e-06,-7.028,1.0,186.054,0.535,True,"[00:16.30]I'm tryna put you in the worst mood, ah
[00:18.89]P1 cleaner than your church shoes, ah
[00:21.26]Milli' point two just to hurt you, ah
[00:23.88]All red Lamb' just to tease you, ah
[00:26.57]None of these toys on lease too, ah
[00:28.92]Made your whole year in a week too, yeah
[00:31.52]Main bitch outta your league too, ah
[00:34.27]Side bitch out of your league too, ah
[00:37.06]House so empty, need a centerpiece
[00:39.44]20 racks a table, cut from ebony
[00:42.26]Cut that ivory into skinny pieces
[00:44.31]Then she clean it with her face, man, I love my baby, ah
[00:47.26]You talking money, need a hearing aid
[00:49.88]You talking 'bout me, I don't see the shade
[00:52.46]Switch up my style, I take any lane
[00:54.65]I switch up my cup, I kill any pain
[01:01.03]Look what you've done
[01:06.14]I'm a motherfucking starboy
[01:11.40]Look what you've done
[01:16.58]I'm a motherfucking starboy
[01:18.05]Every day a nigga try to test me, ah
[01:20.69]Every day a nigga try to end me, ah
[01:23.03]Pull off in that Roadster SV, ah
[01:25.88]Pockets overweight, getting hefty, ah
[01:28.31]Coming for the king, that's a far cry, I
[01:31.26]I come alive in the fall time, I
[01:33.85]The competition, I don't really listen
[01:35.56]I'm in the blue Mulsanne bumping New Edition
[01:38.82]House so empty, need a centerpiece
[01:41.45]20 racks a table, cut from ebony
[01:43.83]Cut that ivory into skinny pieces
[01:46.12]Then she clean it with her face, man, I love my baby, ah
[01:49.04]You talking money, need a hearing aid
[01:51.60]You talking 'bout me, I don't see the shade
[01:54.20]Switch up my style, I take any lane
[01:56.51]I switch up my cup, I kill any pain
[02:02.82]Look what you've done
[02:08.13]I'm a motherfucking starboy
[02:13.70]Look what you've done
[02:18.39]I'm a motherfucking starboy
[02:20.57]Let a nigga brag Pitt
[02:21.96]Legend of the fall, took the year like a bandit
[02:24.50]Bought mama a crib and a brand-new wagon
[02:27.13]Now she hit the grocery shop looking lavish
[02:29.64]Star Trek roof in that Wraith of Khan
[02:32.16]Girls get loose when they hear this song
[02:34.79]A hundred on the dash, get me close to God
[02:36.98]We don't pray for love, we just pray for cars
[02:40.90]House so empty, need a centerpiece
[02:43.39]20 racks a table, cut from ebony
[02:46.26]Cut that ivory into skinny pieces
[02:48.04]Then she clean it with her face, man, I love my baby, ah
[02:51.29]You talking money, need a hearing aid
[02:53.69]You talking 'bout me, I don't see the shade
[02:56.13]Switch up my style, I take any lane
[02:58.40]I switch up my cup, I kill any pain
[03:05.16]Look what you've done
[03:10.09]I'm a motherfucking starboy
[03:15.47]Look what you've done
[03:20.49]I'm a motherfucking starboy
[03:25.54]Look what you've done
[03:30.60]I'm a motherfucking starboy
[03:35.91]Look what you've done
[03:41.09]I'm a motherfucking starboy
"
4,124,1,2017,Canada,5knuzwU65gJK7IF5yJsuaW,30,Rockabye (feat. Sean Paul & Anne-Marie),10,2017-01-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,0.406,0.72,0.763,0.0,-4.068,0.0,101.965,0.742,False,"[00:00.82]Call it love and devotion
[00:03.27]Call it a mom's adoration (foundation)
[00:06.03]A special bond of creation, hah
[00:09.63]For all the single moms out there, going through frustration
[00:13.65]Clean Bandit, Sean-da-Paul, Anne-Marie
[00:16.27]Sing, make them hear
[00:17.68]She works at nights, by the water
[00:21.99]She's gone astray, so far away
[00:24.69]From her father's daughter
[00:27.03]She just wants a life for her baby
[00:31.52]All on her own, no one will come
[00:34.58]She's got to save him (daily struggle)
[00:36.98]She tells him, ""Ooh, love, no one's ever gonna hurt you, love""
[00:40.81]""I'm gonna give you all of my love""
[00:43.31]""Nobody matters like you"" (stay up there, stay up there)
[00:46.57]She tells him, ""Your life ain't gon' be nothing like my life"" (straight!)
[00:50.64]""You're gonna grow and have a good life""
[00:52.56]""I'm gonna do what I've got to do"" (stay up there, stay up there)
[00:56.02]So, rockabye, baby, rockabye
[00:59.45]I'm gonna rock you
[01:01.05]Rockabye, baby, don't you cry
[01:04.58]Somebody's got you
[01:05.87]Rockabye, baby, rockabye
[01:09.07]I'm gonna rock you
[01:10.78]Rockabye, baby, don't you cry
[01:13.97]Ah, rockabye, no
[01:17.93]Rockabye, rocka-rocka-rocka-bye (oh)
[01:19.71]Rockabye (yeah, yeah)
[01:22.55]Rockabye, rocka-rocka-rocka-bye
[01:24.94]Single mum, how're you doing out there?
[01:27.08]Facing the hard life, without no fear (yeah)
[01:28.96]Just so you know that you really care
[01:31.40]'Cause any obstacle come, you're well-prepared (oh, no)
[01:34.92]And no, mama, you never shed tear
[01:36.28]'Cause you have to shed things year after year (na, na, na, na)
[01:38.64]And you give the yout love beyond compare (yeah)
[01:40.79]You find his school fee and the bus fare (yeah)
[01:43.46]Mmh, all when di pops disappear
[01:45.84]Inna rum bar, can't find him nowhere
[01:47.97]Steadily your workflow, heavily you know
[01:50.38]So your non-stop, no time, no time for ya dear
[01:52.55]Now she got a six-year-old
[01:54.47]Trying to keep him warm
[01:56.06]Trying to keep out the cold
[01:58.36]When he looks in her eyes
[01:59.76]He don't know he is safe
[02:01.32]When she says, ""Ooh, love no one's ever gonna hurt you, love""
[02:05.39]""I'm gonna give you all of my love""
[02:07.74]""Nobody matters like you""
[02:11.16]So, rockabye, baby, rockabye
[02:14.64]I'm gonna rock you
[02:16.28]Rockabye, baby, don't you cry
[02:19.43]Somebody's got you
[02:21.03]Rockabye, baby, rockabye
[02:24.25]I'm gonna rock you
[02:25.50]Rockabye, baby, don't you cry (badda-bang-bang-bang, alright then)
[02:29.99]Ah, rockabye, no
[02:33.17]Rockabye, rocka-rocka-rocka-bye (oh-oh)
[02:34.82]Rockabye (yeah, yeah)
[02:37.64]Rockabye, rocka-rocka-rocka-bye
[02:39.82]Rockabye, don't bother cry
[02:41.91]Lift up your head, lift it up to the sky, yo
[02:44.59]Rockabye, don't bother cry
[02:46.71]Angels surround you, just dry your eye
[02:49.14]Now she got a six-year-old
[02:50.77]Trying to keep him warm
[02:52.66]Trying to keep out the cold
[02:54.82]When he looks in her eyes
[02:56.92]He don't know he is safe when she says
[03:00.69]She tells him, ""Ooh, love, no one's ever gonna hurt you, love""
[03:04.89]""I'm gonna give you all of my love""
[03:07.01]""Nobody matters like you"" (stay up there, stay up there)
[03:10.04]She tells him, ""Your life ain't gon' be nothing like my life"" (straight!)
[03:14.26]""You're gonna grow and have a good""
[03:16.36]""I'm gonna do what I got to do"" (yeah)
[03:19.89]So, rockabye, baby, rockabye (rockabye, rocka-rocka-rocka-bye)
[03:23.63]I'm gonna rock you
[03:25.08]Rockabye, baby, don't you cry (rockabye, rocka-rocka-rocka-bye)
[03:28.39]Somebody's got you
[03:29.97]Rockabye, baby, rockabye (rockabye-rocka-rocka-rocka-bye)
[03:33.04]I'm gonna rock you
[03:34.43]Rockabye, baby, don't you cry (badda-bang-bang-bang, alright then)
[03:38.25]Ah, rockabye
[03:39.58]Rockabye, don't bother cry
[03:41.45]Lift up your head, lift it up to the sky (ah, rockabye)
[03:43.99]Rockabye, don't bother cry (yeah)
[03:46.09]Angels surround you, just dry your eye (yeah, ah, rockabye)
[03:48.73]Rockabye, don't bother cry (no)
[03:51.16]Lift up your head, lift it up to the sky (oh, rockabye)
[03:53.50]Rockabye, don't bother cry
[03:55.77]Angels surround you, just dry your eye
"
5,154,1,2017,United Kingdom,5Ua3GXyHwiSfpNTMjq6m2z,31,Touch,6,2017-01-01,Little Mix,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,0.032,0.607,0.718,0.0,-4.095,1.0,101.821,0.551,False,"[00:00.70]You and I and nobody else
[00:05.17]Feeling feelings I've never felt
[00:10.15]The way you got me under your spell
[00:14.62]Don't you keep it all to yourself
[00:18.51]So won't you take it?
[00:21.55]I feel like for the first time I am not faking
[00:26.21]Fingers on my buttons and now you're playing
[00:31.17]Master of anticipation, don't you keep it all to yourself
[00:37.71]Just a touch of your love is enough
[00:39.86]To knock me off of my feet all week
[00:42.48]Just a touch of your love, oh
[00:44.79]Just a touch of your love, oh
[00:47.27]Just a touch of your love is enough
[00:49.20]To take control of my whole body
[00:51.83]Just a touch of your love, oh
[00:54.11]Just a touch of your love, oh
[00:56.61]Just a touch of your love is enough
[00:58.68]To knock me off of my feet, all week
[01:01.10]Just a touch of your love, oh
[01:03.55]Just a touch of your love, oh
[01:06.06]Just a touch of your love is enough
[01:08.05]To take control of my whole body
[01:10.65]Just a touch of your love, oh
[01:13.08]Just a touch of your love, oh
[01:15.93]Photograph with no T-shirt on
[01:20.52]Why you making me wait so long?
[01:23.13](Wait so long)
[01:24.78]I promise to keep this a secret, I'll never tell
[01:29.73]But don't you keep it all to yourself
[01:33.80]So won't you take it?
[01:36.92]I feel like for the first time I am not faking
[01:41.53]Fingers on my buttons and now you're playing
[01:46.28]Master of anticipation, don't you keep it all to yourself
[01:51.27](To yourself)
[01:53.05]Just a touch of your love is enough
[01:55.29]To knock me off of my feet all week
[01:57.73]Just a touch of your love, oh (Just a touch)
[02:00.27]Just a touch of your love, oh (Just a touch)
[02:02.56]Just a touch of your love is enough
[02:04.65]To take control of my whole body
[02:07.13]Just a touch of your love, oh (Just a touch)
[02:09.65]Just a touch of your love, oh (Just a touch)
[02:11.94]Just a touch of your love is enough
[02:14.00]To knock me off of my feet all week
[02:16.56]Just a touch of your love, oh
[02:18.97]Just a touch of your love, oh
[02:21.31]Just a touch of your love is enough
[02:23.38]To take control of my whole body
[02:25.96]Just a touch of your love, oh
[02:28.21]Just a touch of your love, hey
[02:30.84]And now my whole week, my whole week is golden
[02:35.01]Can you see me glowing? That's how I feel
[02:39.68]And I'm not afraid to fade into emotions
[02:44.59]'Cause I know that this could be something real
[02:49.39]Just a touch of your love is enough
[02:51.69]To knock me off of my feet all week
[02:54.22]Just a touch of your love, oh
[02:56.53]Just a touch of your love, oh (Just a touch)
[02:58.98]Just a touch of your love is enough
[03:01.15]To take control of my whole body
[03:03.54]Just a touch of your love, oh (Only a touch of your love)
[03:06.30]Just a touch of your love, oh (Want a touch of your)
[03:08.59]Just a touch of your love is enough
[03:10.52]To knock me off of my feet, all week
[03:12.98]Just a touch of your love (Just a touch)
[03:15.35]Just a touch of your love (Just a touch)
[03:17.72]Just a touch of your love is enough
[03:19.91]To take control of my whole body
[03:22.42]Just a touch of your love, hey!
[03:24.79]Just a touch of your love, hey!
[03:27.07]Just a touch of your love
"
